PartitionKey,RowKey,source,title,description,instructor,level,role,product,duration,rating_count,rating_average,url
ms-learn,463d1827-e13c-4fb1-9cdb-28dfc038b96c,MS Learn,Add decision logic to your code using the if-elseif-else statement in C#,Learn to branch your code's execution path by evaluating boolean expressions.,,beginner,developer,dotnet,33,3350,4.85,https://docs.microsoft.com/en-us/learn/modules/csharp-if-elseif-else/?WT.mc_id=api_CatalogApi
ms-learn,0ebc3822-606b-4c63-a917-3cd3d28b8d63,MS Learn,Add decision logic to your code using the if-elseif-else statement in C#,Learn to branch your code's execution path by evaluating boolean expressions.,,beginner,student,dotnet,33,3350,4.85,https://docs.microsoft.com/en-us/learn/modules/csharp-if-elseif-else/?WT.mc_id=api_CatalogApi
ms-learn,148a6dce-b808-49a8-91eb-b42fceb45e56,MS Learn,Configure your Windows app to use Narrator and speech recognition,"In this module, we show you how to use Narrator and custom voice input controls to make your app inclusive to visually impaired users.",,intermediate,developer,windows,75,96,4.61,https://docs.microsoft.com/en-us/learn/modules/narrator-and-voice-input/?WT.mc_id=api_CatalogApi
ms-learn,6bd67e78-ace0-47ac-bf35-e08d41325058,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,administrator,azure,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,cbff37c1-4382-41af-b4fb-0a88a111c2f0,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,administrator,azure-cloud-shell,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,27fcd609-86a9-4b28-ac4d-8682978f7add,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,administrator,azure-monitor,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,07d95292-464e-4d85-9583-4ccc58052137,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,administrator,azure-portal,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,f622f139-abdc-47d8-9c37-c253aa7299df,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,administrator,azure-virtual-machines,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,f875ce47-ef6b-4304-a3ee-726e010dd12d,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,solution-architect,azure,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,1752534c-7710-460a-a913-f26def5a16b0,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,solution-architect,azure-cloud-shell,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,6958d51e-779f-4302-89ec-19e4f26ddd68,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,solution-architect,azure-monitor,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,03657a37-37dc-4f6b-a920-961beeb3d37d,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,solution-architect,azure-portal,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,36a04655-0aae-447f-9aae-3281599bcc14,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,solution-architect,azure-virtual-machines,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,bf558589-ff79-4da3-bbf3-d9a2c4528247,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,technology-manager,azure,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,45e6d589-3264-4149-b0e7-a500c432eeb0,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,technology-manager,azure-cloud-shell,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,7af5b1e7-3f2b-412e-b7f5-0aa90f1b6e73,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,technology-manager,azure-monitor,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,f4b1b1d0-4ea5-489a-8cb9-c5b7834bd588,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,technology-manager,azure-portal,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,47ce0e95-ca7f-466c-8265-7e439a342b9e,MS Learn,Monitor Windows Server IaaS Virtual Machines and hybrid instances,"You'll be able to implement Azure Monitor for IaaS Virtual Machines in Azure, implement Azure Monitor in on-premises environments, and use dependency maps.",,intermediate,technology-manager,azure-virtual-machines,46,51,4.45,https://docs.microsoft.com/en-us/learn/modules/monitor-windows-server-iaas-virtual-machines-hybrid-instances/?WT.mc_id=api_CatalogApi
ms-learn,1d7a9113-d5e1-46e9-8e61-cd1a14c42ac2,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,administrator,azure,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,904b5e5c-5e4c-466f-b54b-c48d372db819,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,administrator,azure-cloud-shell,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,8a3c1b4c-162c-4b66-8794-8686eb4efb23,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,administrator,azure-portal,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,93a1271f-210f-4180-bb86-8359b697d16e,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,administrator,azure-virtual-machines,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,ade0a6bf-cf34-49f3-b40e-892ca0a3948c,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,solution-architect,azure,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,c541cd25-978e-4b34-8071-e29d3a2f2841,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,solution-architect,azure-cloud-shell,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,e0832a9d-8ead-4b0f-89c9-5daf66823d1e,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,solution-architect,azure-portal,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,cd3c1a13-ff8f-43bf-a714-b5b0754743f5,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,solution-architect,azure-virtual-machines,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,a6ab5a1f-2113-4e5b-80d2-46b39be79e6a,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,technology-manager,azure,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,c5e2f5be-39ec-43a7-ba42-9678369a9c91,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,technology-manager,azure-cloud-shell,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,912f1430-2ca3-4ce4-8357-83f922882e91,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,technology-manager,azure-portal,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,89bafb1f-9022-4928-a2e8-be35354ece73,MS Learn,Implement Windows Server IaaS VM network security,Implement Windows Server IaaS VM network security,,intermediate,technology-manager,azure-virtual-machines,69,37,4.7,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-iaas-virtual-machine-network-security/?WT.mc_id=api_CatalogApi
ms-learn,27f3d935-5d91-4d20-a923-9d62468ca37f,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,ai-engineer,azure,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,5fa5f76f-cce0-4f75-9de5-8a0fdaf50e25,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,ai-engineer,azure-cognitive-services,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,e3dae2a5-1d9c-437b-bdcb-9e5c42b5679f,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,ai-engineer,azure-sdks,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,219c8215-c1ff-4b48-ab56-dba0fee4326e,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,developer,azure,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,988c03de-9501-4495-8b07-da6aa722184e,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,developer,azure-cognitive-services,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,6d224bb7-d9e4-4ada-a2ac-3d0ec99f51ad,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,developer,azure-sdks,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,f8116fed-8b2b-4419-aa84-d4a94b54730e,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,solution-architect,azure,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,57b54b78-4614-44c2-9299-515dc38d2553,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,solution-architect,azure-cognitive-services,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,4b74a466-181e-4953-ac28-d38d560dd2d1,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,solution-architect,azure-sdks,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,72146531-275b-4973-a6e3-4aefa926bafb,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,student,azure,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,502df95b-b068-4269-ac07-e940c2e8a434,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,student,azure-cognitive-services,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,569b8f7e-bb36-4655-a828-0aa4a5275ce4,MS Learn,Recognize and synthesize speech,Recognize and synthesize speech,,intermediate,student,azure-sdks,29,865,4.8,https://docs.microsoft.com/en-us/learn/modules/recognize-synthesize-speech/?WT.mc_id=api_CatalogApi
ms-learn,29e04e4f-e477-405d-9cc5-d50e0305a633,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,administrator,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,178afdbd-735c-48b6-b048-15f739f56cd3,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,developer,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,251e4bd2-43c7-4589-8523-fc287910c5e2,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,solution-architect,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,e9df4a5a-9ed6-4265-b186-1a37ac4b9da5,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,auditor,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,3b1ea1a9-97f3-4ddc-8a1c-e6d7172de216,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,business-analyst,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,33ed8df5-a786-4814-b498-1eda2f853e08,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,business-owner,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,54037a44-0ea8-4dfd-994d-5aa4cd8ec0c7,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,data-engineer,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,e842728e-7d14-4af4-81c9-753278f7741b,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,database-administrator,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,dd0c77fd-b8a5-498f-bda7-147862688ca7,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,developer,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,253d1a3f-8fae-45d3-b248-46c3c97f0ba1,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,devops-engineer,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,e5e1887f-b62d-4374-aa59-0d441d124a0c,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,functional-consultant,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,23530e8c-596a-4d1f-84ba-d9bc13957b61,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,privacy-manager,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,10cda93f-d2a3-49ee-9f0a-d37f7984e93b,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,risk-practitioner,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,3f4a9287-c386-4129-8768-3bad0696e540,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,security-engineer,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,d367c1df-9d94-4e80-a7f0-2997981daff7,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,solution-architect,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,362127fd-903e-4212-af98-89ffa684d938,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,student,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,c99d8ade-f9fc-48df-bf8e-df647f0594fe,MS Learn,Getting started with the Microsoft Cloud Adoption Framework for Azure,Use the Cloud Adoption Framework getting started guides to unblock your organization's cloud adoption efforts.,,beginner,technology-manager,azure,43,60,4.4,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-getting-started/?WT.mc_id=api_CatalogApi
ms-learn,b7a73bb1-d492-4e9f-8f70-1994bc49f8f5,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,administrator,azure,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,1190761d-3ff5-4f2a-9542-e264108e84ea,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,administrator,azure-advisor,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,796bc230-802f-448f-a63f-db9dda43b7d3,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,administrator,azure-monitor,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,415e59a5-d22b-44a6-8064-0d38cd014fe7,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,administrator,azure-service-health,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,f3d006c7-0f92-4da1-89c4-7fa3f217fd3c,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,developer,azure,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,93dca5da-2aaa-4a43-9fa9-bf2ba8f4696d,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,developer,azure-advisor,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,c7f43323-216d-4a1a-a2b5-2efc40635372,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,developer,azure-monitor,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,270c07a7-b1d8-4246-8b03-8e4d19e99f39,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,developer,azure-service-health,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,f79e9652-1ddb-4f32-acfa-adcae0796c49,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,business-owner,azure,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,178c6b88-edf0-4e48-86b6-dc6eaf73e9fc,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,business-owner,azure-advisor,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,4e94cd29-1225-4c5a-8871-f6b2712d3727,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,business-owner,azure-monitor,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,7877e7b8-4396-46ac-954d-a5de33b63508,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,business-owner,azure-service-health,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,e9b8e674-32a1-441d-b9a6-40ef5ae26320,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,student,azure,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,97de8831-1b65-4806-a377-0168e6eef735,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,student,azure-advisor,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,ee4811b1-b242-406d-8c59-7c38e2d32dd3,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,student,azure-monitor,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,f4e352e0-d18c-4b39-8dee-295590bbbea9,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,student,azure-service-health,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,0bbcedd1-f2a4-431d-9594-799e9a332c23,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,technology-manager,azure,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
ms-learn,ff3dd45d-e49b-4187-8f24-c34a276caf32,MS Learn,"Choose the best monitoring service for visibility, insight, and outage mitigation",Learn about solutions that can give your IT organization insight into the health and performance of its cloud-based applications. Prepare for AZ-900.,,beginner,technology-manager,azure-advisor,22,4934,4.76,https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/?WT.mc_id=api_CatalogApi
